hero,degree
XF 12,0
XF 13,0
XF 14,0
XF 15,0
XF 16,0
XF 17,0
XF 18,0
XF 19,0
XF 2,0
XF 20,0
XF 21,0
XF 22,0
XF 23,0
XF 27,0
XF 28,0
XF 29,0
XF 30,0
XF 31,0
XF 3/2,0
XF 32,0
XF 33,0
XF 4,0
XF 40,0
XF 41,0
XF 5,0
XF 7,0
XF 8,0
XF 9,0
X:PRIME,0
XTERM 1,0
XTERM 2,0
XTERM 3,0
XTERM 4,0
M/CP 54/4,0
NO 10,0
PM&IF 105,0
A 14,0
A 18/2,0
A 258,0
A 259,0
A 260,0
A 261,0
A 301,0
A 302,0
A 303,0
ASM 268,0
ASM 269,0
ASM 270,0
DRSTR3 35,0
IG 1,0
IG 2,0
IG 3,0
IG 4,0
IG 5,0
IG 6,0
SS3 146,0
SS3 19,0
SS3 20,0
SS3 52,0
SS3 54,0
SS3 59,0
SS3 67,0
SS3 71,0
SS3 72,0
SS3 73,0
SS3 74,0
SS3 75,0
SS 5/3,0
SS 7,0
T2 23,0
T2 24,0
T 225,0
T2 25,0
T 226,0
T 227,0
T 228,0
T 232,0
T 234,0
T 246,0
T 247,0
T 306,0
UX 105,0
UX 106,0
UX 108,0
A '01,0
A3 1,0
A3 10,0
A3 11,0
A3 12,0
A3 13,0
A3 14,0
A3 15,0
A3 16,0
A3 17,0
A3 18,0
A3 19,0
A3 2,0
A3 20,0
A3 21,0
A3 22,0
A3 23,0
A3 24,0
A3 25,0
A3 27,0
A3 3,0
A3 4,0
A 341,0
A 342,0
A3 7,0
A3 8,0
A3 9,0
A '98,0
A '99,0
ASM2 1,0
AVF 1,0
BP3 7,0
BP3 8,0
DAMCON3 1,0
DAMCON3 2,0
FF3 13,0
FF3 23,0
FF3 27,0
FF3 28,0
FF 356,0
FF 367,0
FF 368,0
FS 1,0
FS 2,0
FS 3,0
FS 4,0
GAL 1,0
GAL 2,0
GAL 3,0
GAL 5,0
GAL 6,0
GENX 59,0
GG 2,0
H2 470,0
HAWK2,0
IM 303,0
IM3 10,0
IM3 25,0
IM3 9,0
IW 1,0
IW 2,0
IW 3,0
IW 4,0
JUSTICE 1,0
JUSTICE 2,0
JUSTICE 3,0
JUSTICE 4,0
MC:A,0
M/CP 82/2,0
M/CP 83/2,0
M/CP 84/2,0
M/CP 85/2,0
M/CP 86/2,0
M/CP 87/2,0
N 5,0
NM 7,0
NO2 10,0
NO2 13,0
NO2 14,0
NO2 6,0
NO2 7,0
NW 1,0
NW 10,0
NW 13,0
NW 14,0
NW 1/5,0
NW 15,0
NW 16,0
NW 17,0
NW 18,0
NW 19,0
NW 2,0
NW 20,0
NW 21,0
NW2 1,0
NW 22,0
NW 2/3,0
NW 23,0
NW 24,0
NW 25,0
NW 26,0
NW 27,0
NW 28,0
NW2 8,0
NW 29,0
NW 3,0
NW 30,0
NW 4,0
NW 47,0
NW 5,0
NW 50,0
NW 51,0
NW 53,0
NW 54,0
NW 55,0
NW 56,0
NW 57,0
NW 58,0
NW 59,0
NW 6,0
NW 60,0
NW 61,0
NW 62,0
NW 63,0
NW 64,0
NW 65,0
NW 67,0
NW 68,0
NW 69,0
NW 7,0
NW 70,0
NW 71,0
NW 72,0
NW 73,0
NW 74,0
NW 75,0
NW 8,0
NW 9,0
PPTSS 12,0
PPTSS 227,0
PPTSS 228,0
Q 60,0
SS '98,0
T 411,0
T 412,0
TB 10,0
TB 8,0
UX 15,0
UX 193,0
W2 134,0
WOSM 129,0
WOSM 75,0
WOSM 8,0
WOSS 3,0
WOSS 4,0
XF 6,0
IW 4,0
SLEEP 18,0
MX '99,0
NW2 2,0
NW2 3,0
NW2 4,0
NW2 6,0
NW2 7,0
NW 21,0
NW 22,0
NW 23,0
NW 24,0
NW 25,0
NW 7,0
NW 8,0
NW 9,0
BFF:RR 1,0
BFF:RR 2,0
BFF:RR 3,0
CA 10,0
ASM 164,0
ASM 197,0
ASM 285,0
ASM 286,0
ASM 288,0
ASM 70,0
ASM 83,0
ASM 84,0
ASM 85,0
CA 147,0
DD 170,0
DD 171,0
DD 172,0
DD 179,0
DD 180,0
M/GN 24,0
PPTSS 100,0
PPTSS 82,0
PPTSS 95,0
PPTSS 96,0
WOSM 2,0
WOSM 86,0
X 62,0
X 63,0
M/CP 83/2,0
M/CP 84/2,0
M/CP 85/2,0
M/CP 86/2,0
M/CP 87/2,0
DD/SM 1,0
PUN3 1,0
M/U 1,0
UTSM -1,0
BSHP2 1,0
BSHP2 10,0
BSHP2 11,0
BSHP2 12,0
BSHP2 13,0
BSHP2 14,0
BSHP2 2,0
BSHP2 3,0
BSHP2 7,0
BSHP2 8,0
BSHP2 9,0
C2 51,0
UX 17/2,0
UX 281,0
UX 282,0
UX 283,0
UX 287,0
X 73,0
XF 141,0
XM 28,0
A 13,0
A 273,0
A 274,0
A 275,0
A 276,0
A 277,0
A 287,0
ASM 430,0
CA '98,0
H2 449,0
HFH 7,0
IM 202,0
IM 244,0
MICRO 24,0
MICRO 25,0
M/TIO 26,0
M/TIO 27,0
M/TU 118,0
SMTU 7,0
SOLOA 12/2,0
ST 141,0
ST 142,0
ST 143,0
ST 145,0
TB '00,0
TB -1,0
TB 1,0
TB 10,0
TB 11,0
TB 12,0
TB 14,0
TB 15,0
TB 16,0
TB 17,0
TB 2,0
TB 20,0
TB 3,0
TB 33,0
TB 34,0
TB 35,0
TB 36,0
TB 37,0
TB 38,0
TB 4,0
TB 40,0
TB 41,0
TB 42,0
TB 43,0
TB 44,0
TB 45,0
TB 46,0
TB 48,0
TB 49,0
TB 5,0
TB 50,0
TB 51,0
TB 52,0
TB 53,0
TB 54,0
TB 6,0
TB 7,0
TB 8,0
TB 9,0
TB '97,0
TM/U 1,0
DD 1,0
DD:Y 1,0
DD:Y 2,0
XF 140,0
XF 141,0
XF 143,0
XF 144,0
XF 145,0
XF 146,0
XF 147,0
XF 149,0
TB 31,0
TB 32,0
BSHP2 15,0
MAXSEC 2,0
MAXSEC 3,0
MAXSEC:DP,0
UX 376,0
UX 377,0
UX 378,0
UX 379,0
X 95,0
X 96,0
X 97,0
X 98,0
XU 29,0
CA 312,0
CA 321,0
CA 322,0
CA 348,0
CA 349,0
CA 400/2,0
CA 438,0
CA '99,0
GR3 5,0
GR3 6,0
MK3 8,0
MK3 9,0
M/TU2 3,0
XM 35,0
XU 22,0
XF 80,0
XF 81,0
DD 296,0
T 18,0
T 19,0
ASMSS 1/3,0
Q 17,0
M/:LG 12,0
M/:LG 7,0
M/:LG 9,0
A 19,0
A 309,0
AWC 48,0
AWC 49,0
AWC 64,0
DPOOL3 10,0
DPOOL3 11,0
TB 15,0
TB 16,0
TB 17,0
TB 25,0
WCA2 46,0
M/FAN2 3,0
M/FAN2 3,0
T 495,0
T 496,0
AF2 1,0
AF2 10,0
AF2 11,0
AF2 12,0
AF2 13,0
AF2 14,0
AF2 15,0
AF2 16,0
AF2 17,0
AF2 18,0
AF2 19,0
AF2 2,0
AF2 20,0
AF2 3,0
AF2 4,0
AF2 5,0
AF2 7,0
AF2 8,0
AF2 9,0
UX 355,0
W2 142,0
AF2 14,0
H2 460,0
MK4 3,0
MK4 4,0
ABOM 3,0
D:LU 2,0
D:LU 3,0
NW 53,0
WM 1/3,0
WM2 10,0
WM2 11,0
WM2 12,0
WM2 13,0
WM2 14,0
WM2 16,0
WM2 17,0
WM2 18,0
NW 53,0
ASM '01,0
ASM2 27,0
H3 17,0
H3 18,0
H3 19,0
H3 20,0
ASM 10,0
ASM 192,0
ASM 193,0
ASM 276,0
A 131,0
A 132,0
GSA 3,0
M/CP 46/2,0
M/CP 47/2,0
M/CP 48/2,0
M/CP 49/2,0
SS 8,0
SS 9,0
SSU 1,0
ASPOT 29/2,0
FF 335,0
IM 177,0
S-W 40,0
S-W 50,0
TB 18,0
TB 19,0
TB 20,0
TB 24,0
TB 25,0
TB 3,0
MK 35,0
ASM:F&E 1,0
PPTSS 86,0
S-W 30,0
XFOR 92,0
XFOR 95,0
PPTSS 165,0
PPTSS 166,0
PPTSS 167,0
BSHP2 6,0
BSHP2 7,0
PWJ 45,0
PWJ 46,0
PWJ 47,0
PWZ 1,0
PWZ 10,0
PWZ 2,0
PWZ 3,0
PWZ 4,0
PWZ 5,0
PWZ 6,0
PWZ 9,0
SLEEP 13,0
SLEEP 14,0
SLEEP 15,0
SLEEP 17,0
CA 10/3,0
IM 242,0
UX 256,0
UX 258,0
XM 45,0
XM 46,0
XM 51,0
XM 52,0
GAM3 1,0
GAM3 13,0
GAM3 14,0
GAM3 15,0
GAM3 17,0
GAM3 19,0
GAM3 20,0
GAM3 21,0
GAM3 22,0
GAM3 23,0
GAM3 24,0
CV 3,0
A 334,0
A 335,0
A 336,0
A 337,0
A 338,0
A 339,0
ASM 225,0
ASM 226,0
CA 319,0
DEF 73,0
DEF 74,0
DEF 75,0
FOOL 1,0
FOOL 10,0
FOOL 2,0
FOOL 3,0
FOOL 4,0
FOOL 5,0
FOOL 6,0
FOOL 8,0
FOOL 9,0
OU 8,0
OU 9,0
PPTSS 58,0
PPTSS 59,0
PPTSS 60,0
FOOL 1,0
FOOL 10,0
FOOL 2,0
FOOL 3,0
FOOL 4,0
FOOL 5,0
FOOL 6,0
FOOL 7,0
FOOL 8,0
FOOL 9,0
M-T 3,0
M-T 4,0
IM 140,0
IM 141,0
IM 222,0
IM 223,0
IM 224,0
SUB-M 66,0
SUB-M 67,0
SUB-M 68,0
SUB-M 69,0
H2 185,0
XFOR 104,0
XFOR 105,0
XFOR 112,0
XFOR 113,0
C 2,0
NM 100,0
NM 87,0
X 14,0
X 15,0
XCAL 104,0
XCAL 105,0
XF 77,0
XF 78,0
XF 85,0
XFOR 1,0
XFOR 10,0
XFOR 16,0
XFOR 3,0
XFOR 43,0
XFOR 7/2,0
XFOR 9/2,0
XFOR '97,0
ASM 240,0
ASM 241,0
ASM 282,0
ASM 283,0
ASM 284,0
ASM 289,0
DEF 65,0
FF 13,0
PM&IF 125,0
PPTSS 113,0
PPTSS 115,0
PPTSS 116,0
PPTSS 117,0
PPTSS 118,0
PPTSS 119,0
PPTSS 122,0
PPTSS 123,0
PPTSS 128,0
PPTSS 129,0
PPTSS 14/2,0
PPTSS 46,0
PPTSS 54,0
PPTSS 56,0
SSWP 3,0
WOSM 15,0
WOSM 29,0
WOSM 92,0
WOSM 93,0
AF 88,0
AF 89,0
AF 90,0
BSHP 1,0
BSHP 2,0
DLOK2 2,0
DLOK2 5,0
DRSTR3 69,0
XM 63,0
FF 23,0
FURY 1,0
GENX 47,0
H2 455,0
IW 1,0
IW 2,0
IW 3,0
IW 6,0
M/FAN2 6,0
MX 13,0
MX 15,0
MX 4,0
MX 7,0
NM 65,0
NM 66,0
NM 95,0
NM 96,0
NM 97,0
ROM 61,0
ROM 62,0
ROM 63,0
ROM 64,0
ROM 65,0
ROM 66,0
UX 14,0
UX 184,0
UX 185,0
UX 186,0
UX 187,0
UX 188,0
UX 224,0
UX 226,0
UX 227,0
UX 253,0
UX 254,0
UX 255,0
UX 257,0
UX 258,0
UX 259,0
UX 260,0
UX 261,0
UX 262,0
UX 263,0
UX 264,0
UX 270,0
UX 272,0
UX 273,0
UX 274,0
UX 275,0
UX 276,0
UX 277,0
UX 278,0
UX 279,0
UX 280,0
UX 282,0
UX 283,0
UX 284,0
UX 286,0
UX 287,0
UX 288,0
Q 12,0
Q 13,0
Q 16,0
Q 17,0
Q 19,0
Q 2,0
Q 20,0
Q 22,0
Q 23,0
Q 3,0
Q 4,0
Q 42,0
Q 43,0
Q 5,0
Q 6,0
Q 7,0
Q 8,0
Q 9,0
WIW 1,0
W/P 3,0
W/P 4,0
IG 2,0
IG 3,0
IG 5,0
IG 6,0
Q 27,0
Q 32,0
Q 33,0
Q 34,0
Q 35,0
Q 36,0
Q 37,0
Q 39,0
SLEEP 1,0
SLEEP 1,0
SM:LY 1,0
NOM2 1,0
NOM2 6,0
A 105,0
UX 62,0
W2 69,0
GSS-M 1,0
M/TU 23,0
M/TU 59,0
M/TU 60,0
A 188,0
TB 6,0
PP 12,0
PP 19,0
PP 27,0
UX 195,0
XF 10,0
XF 11,0
XF 12,0
XF 15,0
UX 350,0
CHAMP 17,0
CM4 2,0
CM4 3,0
CX 13,0
CX 5,0
SVTU 14,0
UX 103,0
UX 104,0
UX 105,0
UX 107,0
UX 97,0
X 2,0
Q 30,0
Q 35,0
Q 36,0
Q 37,0
Q 38,0
Q 39,0
Q 40,0
Q 41,0
Q 42,0
Q 43,0
T 283,0
T 284,0
T 10,0
M/SH3 9,0
S-H2 36,0
S-H2 38,0
S-H2 39,0
IM 171,0
IM 175,0
IM 177,0
IM 179,0
IM 183,0
IM 184,0
IM 185,0
IM 186,0
IM 187,0
IM 188,0
IM 189,0
IM 190,0
IM 191,0
IM 192,0
IM 194,0
IM 196,0
IM 197,0
IM 198,0
IM 199,0
IM 200,0
IM 201,0
IM 203,0
IM 204,0
IM 205,0
IM 206,0
IM 207,0
IM 208,0
IM 209,0
IM 211,0
IM 212,0
IM 213,0
IM 215,0
IM 216,0
IM 169,0
IM 170,0
IM 171,0
IM 172,0
IM 174,0
IM 175,0
IM 176,0
IM 177,0
IM 178/2,0
IM 179,0
IM 181,0
IM 182,0
IM 183,0
IM 184,0
IM 185,0
IM 186,0
IM 187,0
IM 188,0
IM 189,0
IM 190,0
IM 191,0
IM 192,0
IM 194,0
IM 196,0
IM 197,0
IM 198,0
IM 199,0
IM 6,0
IM 7,0
M/TU 145,0
E 10,0
E 7,0
E 9,0
FF 23,0
HR:R 4,0
T 300,0
T 424,0
WI 23/2,0
INH3 4,0
C2 26,0
C&P2 1,0
C&P2 2,0
C&P2 3,0
S-W3 16,0
S-W3 17,0
S-W3 18,0
S-W3 17,0
S-W3 18,0
M/:LG 10,0
M/:LG 11,0
M/:LG 12,0
M/:LG 9,0
RED RAVEN COMICS 9,0
A 173,0
A 177,0
AI 4,0
DAMCON3 4,0
DEF 92,0
DRSTR 180,0
DRSTR 181,0
DRSTR 182,0
DRSTR 183,0
DRSTR2 10,0
DRSTR2 11,0
DRSTR2 12,0
DRSTR2 13,0
DRSTR2 4,0
DRSTR2 56,0
DRSTR3 36,0
DRSTR3 47,0
FF '01,0
FF 262,0
FF 27/2,0
FF3 8,0
HR:R 4,0
IG 3,0
IG 4,0
IG 5,0
IW 1,0
IW 3,0
IW 4,0
IW 5,0
IW 6,0
M/HOL 1994/4,0
MK3 44,0
Q 25,0
Q 37,0
Q 38,0
SS3 10,0
ST 138/2,0
ST 146/2,0
SWII 6,0
SWII 7,0
WIW 1,0
WIW 11,0
WIW 9,0
XMF 6,0
KZ4 16,0
KZ4 17,0
KZ4 20,0
XCAL 121,0
TB 7,0
TB 8,0
ASM 17,0
ASM 21,0
ASM 8/2,0
FF 134,0
ST 113,0
ST 114,0
ST 119,0
ST 120,0
ST 121,0
ST 123,0
ST 124,0
ST 129,0
ST 130,0
ST 132,0
ST 133,0
AA2 27,0
AA2 28,0
AA2 29,0
AA2 31,0
DD2 8,0
UX 339,0
S&BH6 1,0
S&BH6 2,0
S&BH6 3,0
XF 139,0
XF 143,0
XF 144,0
AF 78,0
CA 267,0
CA 390/2,0
CA 393,0
CA 442,0
M/TU 132,0
DHAWK 23,0
DHAWK 24,0
DHAWK 25,0
GAM3 15,0
FF3 1,0
T 402,0
T 403,0
A 1,0
A 10,0
A 15,0
A 16,0
A 7,0
A 83,0
A 9,0
DEF 20,0
DEF 4,0
FF 3,0
FF 405,0
H2 102,0
JIM 103,0
JIM 104,0
JIM 116,0
JIM 117,0
M/TIO 7,0
NM 83,0
NM 85,0
T2 35,0
T 258,0
T 259,0
T 260,0
T 263,0
T 264,0
T 277,0
T 350,0
T 351,0
T 352,0
T 359,0
T 360,0
T 361,0
T 362,0
T 382,0
T 402,0
T 440,0
TS 23,0
TS 24,0
TTA 76,0
TTA 77,0
XCAL 52,0
XCAL 54,0
JIM 84,0
DRSTR3 12,0
NW 56,0
M/CP 66/3,0
M/CP 67/3,0
M/CP 68/3,0
T 387,0
T 388,0
T 389,0
A 381,0
BK:E,0
C2 30,0
HFH 16,0
HFH 17,0
HFH 8,0
HFH 9,0
HFH '98,0
QS 1,0
QS 11,0
QS 12,0
QS 6,0
QS 7,0
QS 8,0
UX 315,0
UX '99,0
X 42,0
X 43,0
XM 14,0
X:PRIME,0
DPOOL3 10,0
DPOOL3 12,0
DPOOL3 13,0
DPOOL3 14,0
DPOOL3 15,0
DPOOL3 19,0
DPOOL3 21,0
DPOOL3 22,0
DPOOL3 23,0
DPOOL3 24,0
DPOOL3 25,0
DPOOL3 31,0
UX 332,0
W2 100,0
W2 92,0
W2 93,0
W2 94,0
W2 96,0
W2 97,0
W2 98,0
W2 99,0
MAV,0
W2 60,0
W2 61,0
W2 62,0
W2 63,0
W2 64,0
W2 65,0
PUN4 3,0
WOSM 113,0
WOSM 114,0
WOSM 115,0
WOSM 116,0
INV 13,0
BHOOD 1,0
BHOOD 2,0
CX 21/2,0
UX 114,0
T2 1,0
T2 3,0
T2 34,0
T2 35,0
T2 39,0
T2 4,0
T2 6,0
T2 9,0
PPSM2 2,0
T '00,0
T2 1,0
T2 10,0
T2 12,0
T2 14,0
T2 15,0
T2 16,0
T2 18,0
T2 2,0
T2 20,0
T2 21,0
T2 26,0
T2 29,0
T2 3,0
T2 30,0
T2 31,0
T2 34,0
T2 35,0
T2 36,0
T2 39,0
T2 4,0
T2 5,0
T2 6,0
T2 9,0
Q 26,0
FF 83,0
H 1,0
H2 119,0
INH 4,0
INH 5,0
INH 6,0
SM:FA 1,0
SM:FA 2,0
SM:FA 3,0
SM:FA 4,0
A 146,0
A 17,0
A 183,0
A 184,0
A 185,0
A 186,0
A 187,0
A 188,0
A 189,0
A 190,0
A 191,0
A 192,0
A 19/3,0
A 193,0
A 194,0
A 19/5,0
A 305,0
A3 1,0
A 312,0
A3 2,0
A3 27,0
A 329,0
A3 3,0
A 330,0
A 332,0
A 333,0
A3 4,0
A 341,0
A 342,0
A 345,0
A 387,0
A 388,0
A 88,0
ASM 287,0
ASM 288,0
AWC 55,0
AWC 81,0
BP3 16,0
BP3 17,0
CA 11/3,0
CA 117,0
CA 118,0
CA 119,0
CA 120,0
CA 126,0
CA 132,0
CA 133,0
CA 134,0
CA 135,0
CA 136,0
CA 137,0
CA 138,0
CA 139,0
CA 140,0
CA 141,0
CA 142,0
CA 143,0
CA 144,0
CA 145,0
CA 146,0
CA 147,0
CA 148,0
CA 149,0
CA 150,0
CA 151,0
CA 152,0
CA 153,0
CA 154,0
CA 155,0
CA 156,0
CA 157,0
CA 158,0
CA 159,0
CA 160,0
CA 161,0
CA 162,0
CA 163,0
CA 164,0
CA 165,0
CA 166,0
CA 167,0
CA 168,0
CA 169,0
CA 170,0
CA 171,0
CA 172,0
CA 173,0
CA 174,0
CA 175,0
CA 176,0
CA 177,0
CA 178,0
CA 179,0
CA 180,0
CA 181,0
CA 182,0
CA 183,0
CA 184,0
CA 185,0
CA 186,0
CA 187,0
CA 188,0
CA 189,0
CA 190,0
CA 191,0
CA 193,0
CA 194,0
CA 195,0
CA 196,0
CA 197,0
CA 198,0
CA 199,0
CA 200,0
CA 201,0
CA 202,0
CA 203,0
CA 204,0
CA 205,0
CA 206,0
CA 207,0
CA 208,0
CA 209,0
CA 210,0
CA2 10,0
CA2 11,0
CA 213,0
CA 214,0
CA 215,0
CA 217,0
CA 218,0
CA2 2,0
CA 220/2,0
CA2 3,0
CA 230,0
CA 231,0
CA 237,0
CA2 4,0
CA2 5,0
CA 261,0
CA 272,0
CA 275,0
CA 276/2,0
CA 277/2,0
CA 278/2,0
CA 282,0
CA 284,0
CA 290,0
CA 296,0
CA 297,0
CA 298,0
CA 299,0
CA 300,0
CA 301,0
CA 309,0
CA 317,0
CA3 25,0
CA3 26,0
CA3 27,0
CA 332,0
CA3 33,0
CA3 34,0
CA 336,0
CA 337,0
CA 338,0
CA 339,0
CA 340,0
CA 342,0
CA 343,0
CA 345,0
CA 350/2,0
CA 355,0
CA 383,0
CA 400/2,0
CA 401,0
CA 408/3,0
CA 409,0
CA 410,0
CA 439,0
CA 440,0
CA 441,0
CA 443,0
CA:SL2 8,0
CA:SL2 9,0
COC 1,0
COH 3,0
DEF 62,0
DEF 63,0
DEF 64,0
FALC 1,0
FALC 2,0
FALC 3,0
FALC 4,0
FF 14,0
FW 10/2,0
H2 232,0
H2 278,0
H2 279,0
H2 388,0
H2 445,0
HR:R 3,0
HR:R 4,0
IM 125,0
IM 39,0
M/CP 23/3,0
M/PRM 49,0
M/SH3 12/2,0
M/SH3 13/2,0
MSH3 2/7,0
M/TU 114,0
M/TU 30,0
M/TU 52,0
M/TU 71,0
O:MU,0
PM&IF 112,0
PM&IF 113,0
PM&IF 121,0
PM&IF 123,0
PM&IF 125,0
SOLOA 6/2,0
W2 134,0
WCA 1,0
AWC 67,0
MX '00,0
MX 1,0
MX 10,0
MX 11,0
MX 12,0
MX 19,0
MX 2,0
MX 22,0
MX 3,0
MX 32,0
MX 5,0
MX 6,0
MX 7,0
MX 8,0
MX 9,0
MX '99,0
M/CP 85/2,0
M/CP 86/2,0
M/CP 87/2,0
M/CP 82/2,0
M/CP 85/2,0
M/CP 86/2,0
M/CP 87/2,0
KPAOS 1,0
KPAOS 2,0
KPAOS 3,0
XCAL 117,0
M/CP 89/3,0
CM 53,0
INH 10,0
INH 11,0
INH 12,0
INH 3,0
INH 4,0
INH 5,0
INH 7,0
INH 8,0
PPTSS 11,0
CA 339,0
UX 294,0
UX 295,0
XF 12,0
XF 15,0
XF 17,0
XF 19,0
XF 21,0
XF 22,0
XF 23,0
XF 24,0
XF 25,0
XF 26,0
XF 27,0
XF 84,0
XFOR 16,0
MX 19,0
MX 22,0
ASM 10,0
ASM 14,0
ASM 19,0
ASM2 28,0
DAZZ 7,0
DAZZ 8,0
DD 357,0
M/TU 138,0
M/TU 39,0
M/TU 40,0
PPTSS 19,0
PPTSS 20,0
A 105,0
A 249,0
A 310,0
BIZADV 32,0
DAZZ 16,0
H2 102,0
H2 279,0
H2 422,0
H2 423,0
IG 2,0
IMSVS 2/3,0
JIM -1,0
JIM 119/2,0
JIM 122/2,0
JIM 124/2,0
JIM 125/2,0
JIM 504,0
JIM 505,0
JIM 508,0
JIM 509,0
JIM 510,0
JIM 511,0
JIM 512,0
JIM 513,0
M/CP 66/4,0
M/:LG 5,0
M/SH3 5,0
M/SH3 9/2,0
M/SPT 30,0
M/TU 7,0
NM 84,0
NM 85,0
NM 86,0
NM 87,0
NMSE 1,0
PP 15,0
SS3 111,0
SS 4,0
T 10,0
T 126/2,0
T 127/2,0
T 128/2,0
T 129/2,0
T 130/2,0
T 131/2,0
T 132/2,0
T 133/2,0
T 134/2,0
T 135/2,0
T 136/2,0
T 137/2,0
T 138/2,0
T 139/2,0
T 140/2,0
T 141/2,0
T 142/2,0
T 143/2,0
T 144/2,0
T 145/2,0
T 15/3,0
T 155,0
T 156,0
T 157,0
T 158,0
T 159,0
T 162,0
T 168,0
T 169,0
T 170,0
T 17/3,0
T 175,0
T 176,0
T 177,0
T 180,0
T 181,0
T 184,0
T 185,0
T 186,0
T 187,0
T 188,0
T 189,0
T 191,0
T 192,0
T 194,0
T 195,0
T 196,0
T 197,0
T 198,0
T 199,0
T 2,0
T 200,0
T 201,0
T 202,0
T 203,0
T 204,0
T 205,0
T 206,0
T 208,0
T 211,0
T 212,0
T2 12,0
T 213,0
T2 13,0
T 214,0
T2 14,0
T 215,0
T2 15,0
T 216,0
T2 16,0
T 217,0
T 218,0
T2 18,0
T2 21,0
T2 28,0
T2 29,0
T2 30,0
T2 31,0
T2 32,0
T2 35,0
T2 36,0
T2 39,0
T 240,0
T 242,0
T 243,0
T 244,0
T 245,0
T 246,0
T 247,0
T 248,0
T 249,0
T 250,0
T 251,0
T 255,0
T 256,0
T 257,0
T 258,0
T 259,0
T 260,0
T 261,0
T 262,0
T 263,0
T 264,0
T 265,0
T 266,0
T 267,0
T 269,0
T 273,0
T 274,0
T 275,0
T 276,0
T 277,0
T 278,0
T 286,0
T 287,0
T 288,0
T 291,0
T 301,0
T 302,0
T 313,0
T 323,0
T 325/2,0
T 326/2,0
T 327,0
T 328,0
T 331,0
T 336/2,0
T 347,0
T 348,0
T 349,0
T 350,0
T 351,0
T 352,0
T 354,0
T 355,0
T 357,0
T 358,0
T 359,0
T 360,0
T 361,0
T 364,0
T 365,0
T 366,0
T 368,0
T 371,0
T 372,0
T 375,0
T 376,0
T 377,0
T 378,0
T 379,0
T 386,0
T 390,0
T 391,0
T 392,0
T 393,0
T 394,0
T 395,0
T 396,0
T 397,0
T 398,0
T 400,0
T 400/2,0
T 404,0
T 416/2,0
T 417/2,0
T 420/2,0
T 421/2,0
T 422/2,0
T 423/2,0
T 424/2,0
T 425,0
T 426,0
T 432,0
T 434,0
T 437/2,0
T 450,0
T 451,0
T 453,0
T 453/2,0
T 454,0
T 454/2,0
T 455,0
T 456,0
T 477,0
T 478,0
T 479,0
T 482,0
T 482/2,0
T 487,0
T 488,0
T 490,0
T 9,0
TS 18/2,0
TTA 101,0
MX '01,0
CA 6,0
GR3 31,0
MORBIUS 1,0
INH3 4,0
UX 107,0
UX 157,0
UX 162,0
CA 352,0
CA 353,0
A 319,0
A 320,0
A 321,0
A 322,0
A 323,0
A 324,0
H2 393,0
IM3 10,0
IM3 9,0
SSS 1,0
UX 383,0
GR2 45,0
GR2 46,0
GR2 56,0
GR2 57,0
GR2 58,0
GR2 62,0
PM&IF 60,0
PM&IF 81,0
CA 241,0
CA 248,0
CA 249,0
CA 250,0
CA 258,0
CA 269,0
CA 275,0
CA 284,0
CA 285,0
CA 316,0
CA 317,0
CA 380,0
CA 382,0
CA 385,0
CA 386,0
CA 427,0
CA 439,0
X 49,0
X 54,0
XF 112,0
XF 113,0
XF 114,0
XF 117,0
XF 118,0
XF 124,0
XF 137,0
XF 143,0
XF 144,0
XM 28,0
XM 29,0
XU 10,0
DEF 104,0
M/TU 122,0
CA 383,0
Q 26,0
Q 35,0
Q 39,0
Q 40,0
S-W3 14,0
A3 32,0
A3 33,0
AWC 76,0
AWC 77,0
AWC 78,0
MAXSEC 2,0
MAXSEC 3,0
MAXSEC:DP,0
BCAT 1,0
BCAT 2,0
DRSTR3 21/2,0
DRSTR3 32/2,0
DRSTR3 33/2,0
DRSTR3 38,0
DRSTR3 39,0
FF3 33,0
FF3 34,0
HMAG 14,0
DRSTR3 40,0
GENX '97,0
H2 360,0
JUGGERNAUT,0
M/CP 102/4,0
MGK2 3,0
M/TU 68,0
UX 144,0
VAL 1,0
WOSM 128,0
XCAL 35,0
M/CP 98/3,0
M/CP 99/3,0
DD 376,0
DD 377,0
DD 378,0
DD 379,0
FF3 1,0
DPOOL3 15,0
DPOOL3 16,0
DPOOL3 20,0
DPOOL3 21,0
DPOOL3 22,0
DPOOL3 23,0
W2 93,0
W2 95,0
DHKF 11,0
DHKF 2,0
DHKF 4,0
DHKF 7,0
GAM3 25,0
TOS 63/2,0
TOS 64/2,0
TOS 68/2,0
TOS 69/2,0
TOS 70/2,0
MX 1,0
MX 15,0
MX 16,0
A 118,0
A 38,0
A 385,0
A 39,0
A 396,0
A 59,0
A 67,0
A 72,0
A 92,0
ASM 187,0
C2 34,0
CA '00,0
CA '00/2,0
CA 100,0
CA 113,0
CA 120,0
CA 123,0
CA 124,0
CA 127,0
CA 132,0
CA 135,0
CA 136,0
CA 139,0
CA 140,0
CA 143,0
CA 145,0
CA 166,0
CA 167,0
CA 173,0
CA 181,0
CA2 1,0
CA 217,0
CA 222,0
CA 225,0
CA 226,0
CA 247,0
CA 248,0
CA 250,0
CA 268,0
CA 273,0
CA 274,0
CA 276,0
CA 282,0
CA 283,0
